start,today,deviceid,simserial,subscriberid,"Welcome to the OCA Bamako Project. In this project, you will collect data about identified features and their respective attributes across Bamako District.",Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Geopoint of health facility,_Geopoint of health facility_latitude,_Geopoint of health facility_longitude,_Geopoint of health facility_altitude,_Geopoint of health facility_precision,Nature of the facility,Type of the facility,What is the nature of the heath facility,What is the scope of services provided by health facility?,What is the ancillary services provided by health facility?,What is the type of the services provided by the facility?,Number of beds in the health facility,"Average number of patients per day, disaggregated (total)","Average number of patients per day, disaggregated (male)","Average number of patients per day, disaggregated (female)",Does this medical facility offer emergency services?,Does this facility offer dispensing prescription medication? (in pharmacy),Opening days and times,Opening days and times/Mo-Fri 07:30-13:30,Opening days and times/Mo-Sa 07:30-15:00,Opening days and times/Mo-Fri 08:00-17:00,Opening days and times/Mo-Fri 09:00-17:00,Opening days and times/Mo-Su 07:00-20:00,Opening days and times/Mo-Fri 07:00-13:30,Opening days and times/24/7,Opening days and times/Other,What type of operator is this?,What is the name of the operator?,What is the health care specialty of this facility,What is the number of doctors?,What is the number of nurses?,Phone number of health facility,Does the facility have toilets?,Type of facility,Is the facility usable,Is the facility separated boys/girls,Is the facility equiped for menstrual hygiene management,Is facility separated for staff and non staff?,Is  the facility meet needs for limited mobility?,Is there existance of handwashing at the facility?,"If yes, How many","Does the facility has Station with basin, soap and water / OR with alcohol-based hand rub",Is the station within 5 meters of toilets,Is there existance of a water point?,Is the facility improved?,Is water located on school premises?,"WASH package management, O&M and financing",Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,You are now at end of this form. Thank you for filling it out. Swipe to the next page/screen and save form.,_id,_uuid,_submission_time,_validation_status,_index
2021-02-16T12:27:06.531Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Niamakoro,,Cité unicef,12.5883867 -7.97485 337.11313958342 2.5,12.5883867,-7.97485,337.11313958342,2.5,Centre de santé,Clinic,Clinic bed,General acute care,,Mental care,9,9,3,6,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,3,5,76109881,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3059,50756296-61e9-4d01-9320-1a818f87d2ed,2021-02-16T19:49:55,,293
2021-02-16T10:06:07.986Z,2021-02-16,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,Daoudabougou,,,12.601573333333333 -7.984176666666667 356.7 7.4,12.6015733333333,-7.98417666666667,356.7,7.4,Cabinet medical Vision Sante,Clinic,,,,,,,,,,,,,,,,,,,,,Fermé,,,,,,,,,,,,,,,,,,,,,,,,3118,d36a9017-f6b5-47ca-b0b8-6d5a80665ebb,2021-02-16T21:00:31,,299
2021-02-16T10:37:46.937Z,2021-02-16,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Sogoniko,,,12.6074583 -7.9686783 339.0628100275262 7.483,12.6074583,-7.9686783,339.062810027526,7.483,Cabinet médical Faye,Clinic,First referral hospital,All,Intensive care unit,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,,,66181265,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3176,652dc5ab-5004-496d-ae0b-2f0c68f9c7ae,2021-02-16T21:35:25,,301
2021-02-16T12:44:46.577Z,2021-02-16,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Magnambougou,,,12.6117083 -7.9570983 348.48186843812425 7.283,12.6117083,-7.9570983,348.481868438124,7.283,Clinique médical hongou,Clinic,Clinic bed,All,Intensive care unit,Medicine,18,12,2,10,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,2,5,66455321,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3184,55610110-3d9e-4dc6-a4aa-57e7a4052a11,2021-02-16T21:35:31,,305
2021-02-16T11:24:07.928Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie sema,12.586861 -7.950828 347.5394836603447 4.7,12.586861,-7.950828,347.539483660345,4.7,Clinique Médicale Teneni,Clinic,Clinic bed,Specialized,Intensive care unit,Surgery,3,14,6,8,Yes,Yes,24/7 Other,0,0,0,0,0,0,1,1,Private,Teneni Doumbia,Community,2,4,73849287,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,,,Existence of handwashing post/station(s):,2,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3209,4b5134e7-4498-45ca-89ab-c55af3572792,2021-02-16T22:36:12,,313
2021-02-16T14:20:06.748Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Sema,12.5784264 -7.9488811 396.67585176558083 4.983,12.5784264,-7.9488811,396.675851765581,4.983,Cabinet Bara,Clinic,Clinic bed,All,Laboratory,Surgery,4,15,6,9,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr. Diakité Abass,Community,2,4,66744990,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3211,c25da0d7-057f-4464-bb56-671876a7c9db,2021-02-16T22:36:14,,315
2021-02-16T09:57:26.028Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Faladié,,,12.593795 -7.9601633 352.8404742659962 3.9,12.593795,-7.9601633,352.840474265996,3.9,Clinique ,Clinic,First referral hospital,All,,Medicine,10,6,2,4,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,Community,3,4,65938888,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3214,7d133012-9a50-414a-8260-dc096dada708,2021-02-17T08:07:19,,316
2021-02-16T15:09:31.239Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Cité unicef ,12.602855 -7.9725317 361.5179020512506 3.9,12.602855,-7.9725317,361.517902051251,3.9,Cabinet Médical de la cité ,Clinic,Clinic bed,Hospice care,,Medicine,4,4,1,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,2,3,20778751,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3243,7349636f-1121-4f1c-87bb-c79645ded512,2021-02-17T08:07:45,,319
2021-02-16T15:50:50.716Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Cité unicef ,12.5880843 -7.971898 331.32042266377033 4.157,12.5880843,-7.971898,331.32042266377,4.157,Clinique Dr Mallé,Clinic,First referral hospital,Specialized,Imaging equipment,Martenal care,6,10,2,8,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Mallé,General,3,4,20203309,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3246,ec718a7f-6e39-4a00-906e-065d8e9e9744,2021-02-17T08:07:49,,321
2021-02-16T16:04:39.709Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Cité unicef ,12.587088 -7.9766137 363.00046089464917 3.542,12.587088,-7.9766137,363.000460894649,3.542,Clinique médicale ,Clinic,Clinic bed,Specialized,Operating theater,Surgery,12,10,2,8,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,5,6,91723507,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,4,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3249,8918c54d-fc44-451f-b02d-a33bcc59f513,2021-02-17T08:07:51,,322
2021-02-15T11:01:44.559Z,2021-02-15,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Banankabougou - LMK,,,12.597986666666667 -7.9454433333333325 346.4 1.9,12.5979866666667,-7.94544333333333,346.4,1.9,"Clinique médical ""Banan""",Clinic,Clinic bed,,,Martenal care,21,15,3,12,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Camara,General,1,5,,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3257,a27de4b8-df5c-4eb9-bf1b-1b4bf4b6cec4,2021-02-17T08:34:42,,324
2021-02-15T15:36:41.061Z,2021-02-15,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra ,Bamako,Commune VI,Magnambougou,,,12.606338333333333 -7.956213333333333 352.0 1.2,12.6063383333333,-7.95621333333333,352,1.2,Clinique Médical la Solidarité,Clinic,Clinic bed,All,Intensive care unit,Martenal care,25,30,11,29,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,5,8,20200999,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,3270,5efc3fec-3236-4b5d-8278-2e20a4781f0d,2021-02-17T08:35:00,,327
2021-02-16T11:02:28.310Z,2021-02-16,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Sogoniko,,,12.604191666666669 -7.966555 335.1 1.4,12.6041916666667,-7.966555,335.1,1.4,Clinique Atlas,Clinic,Clinic bed,All,Intensive care unit,Surgery,25,15,5,10,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,5,9,74529721,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3280,2661f4ae-d8e9-4737-b167-fb9fc0733b43,2021-02-17T08:35:09,,329
2021-02-16T12:58:04.364Z,2021-02-16,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Magnambougou,,,12.61262 -7.957531666666667 339.6 1.5,12.61262,-7.95753166666667,339.6,1.5,Cabinet Médical Renaissance,Clinic,,All,Imaging equipment,Surgery,12,10,2,8,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Zanga Coulibaly,General,3,5,20738603,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3288,e5adb45a-2984-4e2c-93c6-12c3cbd6c4a1,2021-02-17T08:35:18,,331
2021-02-16T11:55:07.630Z,2021-02-16,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata ,Bamako,Commune VI,Faladié,,Faladiè Sema ,12.580975 -7.9544099 375.7021180736821 4.9,12.580975,-7.9544099,375.702118073682,4.9,Cabinet médical ,Clinic,Clinic no beds,All,Intensive care unit,Medicine,4,0,0,0,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Bekaye Diakité ,General,1,0,20737455,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3304,91e28a7b-8dfc-43a7-9513-6274cfd4885c,2021-02-17T09:07:19,,335
2021-02-16T12:00:01.810Z,2021-02-16,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Magnambougou,,Magnambougou extension,12.6067282 -7.9517684 349.1049899061528 2.266,12.6067282,-7.9517684,349.104989906153,2.266,Cabinet médical,Clinic,Clinic bed,All,,Social care,6,3,1,2,No,,24/7,0,0,0,0,0,0,1,0,Private,,General,1,1,,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3328,bba327da-1d64-44fa-86d2-be730e735af4,2021-02-17T09:44:51,,338
2021-02-16T12:29:20.634Z,2021-02-16,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Dianéguéla,,,12.615122 -7.9514439 339.75115291559194 1.983,12.615122,-7.9514439,339.751152915592,1.983,Cabinet médical OUIDAH,Clinic,Clinic bed,Specialized,Imaging equipment,Martenal care,5,,,,No,,24/7,0,0,0,0,0,0,1,0,Private,ProFam,Women,1,1,76133840,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3331,5661225a-148a-49d0-93d8-cd03b7620e4c,2021-02-17T09:44:53,,339
2021-02-16T12:50:51.459Z,2021-02-16,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Sokorodji,,,12.6133281 -7.954615 370.9599938964844 1.933,12.6133281,-7.954615,370.959993896484,1.933,Cabinet médical COUMBA,Clinic,Clinic bed,All,Imaging equipment,Medicine,8,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,,Social_care,2,2,76521765,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3332,8570e039-b5f9-4b29-8690-3e5e47b1de29,2021-02-17T09:44:53,,340
2021-02-17T09:59:57.042Z,2021-02-17,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,SEMA I,,Sema 1,12.621045 -7.9894318 333.2 4.0,12.621045,-7.9894318,333.2,4,Clinique,Clinic,,All,Laboratory,Medicine,10,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Clinique Pape,General,13,6,20228489,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,3664,ad3f8fc5-cf19-43c1-99f6-b42b2167d1eb,2021-02-17T17:58:43,,353
2021-02-17T11:05:18.002Z,2021-02-17,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,SEMA I,,,12.6193717 -7.9884494 331.7 3.1,12.6193717,-7.9884494,331.7,3.1,Centre médical,Clinic,,All,,,,4,2,2,Yes,Yes,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Private,Centre Médical Kader Samaké,General,1,2,90833333,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,3680,345e3ba9-62fb-4132-96f4-3ea55d8a3eff,2021-02-17T17:59:11,,354
2021-02-17T10:42:17.684Z,2021-02-17,358005081305960,8.92230205055341E+018,610025055341168,,Fatoumata CISSE,Bamako,Commune V,SEMA I,,,12.618976666666667 -7.989398333333332 351.4 7.1,12.6189766666667,-7.98939833333333,351.4,7.1,Cabinet Medical Djiguiya,Clinic,Clinic bed,All,,,,,,,,Yes,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Private,Dr Alain Coulibaly,Community,1,1,93363593,Yes,Unimproved,Yes,,,,,Existence of handwashing post/station(s):,,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,3751,3ec8cee5-eeca-4196-ac9c-dc9d56c22fa8,2021-02-17T18:02:39,,355
2021-02-17T12:52:50.958Z,2021-02-17,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,SEMA I,,,12.6210485 -7.9895985 356.5915799440793 2.471,12.6210485,-7.9895985,356.591579944079,2.471,Clinique pape,Clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3913,2639cf7d-e7af-422c-84c4-ac4c489a50fe,2021-02-17T19:38:41,,360
2021-02-17T12:59:16.527Z,2021-02-17,collect:yj2h1Rz8Ksd54l2S,,,,Théophile DARA,Bamako,Commune VI,Faladié,,Faladje sokoro,12.5738917 -7.956805 374.3975098786449 2.46,12.5738917,-7.956805,374.397509878645,2.46,Cabinet médical Horonya,Clinic,Clinic no beds,All,Imaging equipment,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,Community,,,,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3977,2cbd044d-24d0-4b9e-8112-f16a7a3ea3b8,2021-02-17T20:37:21,,361
2021-02-17T15:23:01.062Z,2021-02-17,collect:yj2h1Rz8Ksd54l2S,,,,Théophile DARA,Bamako,Commune VI,Faladié,,Faladje carrefour iJZA,12.5904833 -7.9541953 365.64106773536895 2.24,12.5904833,-7.9541953,365.641067735369,2.24,Cabinet médical,Clinic,Clinic bed,All,Imaging equipment,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Groupe Médical.Sante,General,,,76726260,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3982,4491a60a-b362-42b1-b7a4-fbdd7c997766,2021-02-17T20:37:26,,363
2021-02-17T12:21:42.736Z,2021-02-17,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,Koko,12.5706417 -7.9635733 365.1955446693459 7.3,12.5706417,-7.9635733,365.195544669346,7.3,Cabinet Djiguiya,Clinic,,All,Intensive care unit,Martenal care,6,8,2,6,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Kanté,General,2,3,,Yes,Improved,Yes,,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4006,1fd36cb7-0d2f-45a1-a8ac-9b91b8c9cff8,2021-02-17T21:14:03,,365
2021-02-17T12:35:00.680Z,2021-02-17,collect:1txgpNFTAAr85wIK,,,,Toumany Diabaté,Bamako,Commune VI,Niamakoro,,,12.5737668 -7.9662143 354.6991438926751 7.462,12.5737668,-7.9662143,354.699143892675,7.462,Cabinet médical,Clinic,First referral hospital,All,Intensive care unit,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Keita Mahamadou,General,,,76278312,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4007,136d2994-b1ef-4905-87bc-3b8a981ed98d,2021-02-17T21:14:04,,366
2021-02-17T11:10:27.970Z,2021-02-17,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Faladié,,,12.5758133 -7.9581317 362.04570394398866 1.983,12.5758133,-7.9581317,362.045703943989,1.983,Cabinet médical ESPOIR,Clinic,,Specialized,,Social care,,,,,No,,24/7,0,0,0,0,0,0,1,0,Private,,Social_care,1,1,66711517,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4026,55ea036a-688a-4c7a-9642-ef8765b6edb0,2021-02-17T21:18:35,,370
2021-02-17T10:40:05.955Z,2021-02-17,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Badalabougou,,,12.6204519 -7.9920846 378.4599938964844 3.9,12.6204519,-7.9920846,378.459993896484,3.9,Clinique ophtalmologue ,Clinic,,Specialized,Laboratory,Medicine,,10,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Pr Aliou Bâ,General,1,1,76130506,Yes,Improved,Yes,,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,4050,5fe5701a-95cd-44a8-b589-5d145dba68c3,2021-02-17T21:53:16,,371
2021-02-17T10:16:06.291Z,2021-02-17,collect:2I1Tdd4038qf3eqE,,,,Amadou Minta ,Bamako,Commune VI,Niamakoro,,,12.5839543 -7.9593651 375.76001220703125 3.72,12.5839543,-7.9593651,375.760012207031,3.72,CLINIQUE COLMED,Clinic,Clinic bed,All,Laboratory,,10,15,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,3,5,20200359,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,,,4073,2f75b2c1-8774-42ee-be81-35fbbc71a172,2021-02-17T23:02:35,,375
2021-02-17T12:41:00.072Z,2021-02-17,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Koko ,12.5677753 -7.97561 368.4599938964844 3.9,12.5677753,-7.97561,368.459993896484,3.9,Clinique médicale et  d'accouchement ,Clinic,Clinic bed,Specialized,Imaging equipment,Martenal care,6,7,1,6,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Ne & Ma,Women,3,4,73434351,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4335,82224a8d-147f-4464-aeac-1be8265496ba,2021-02-18T09:35:46,,379
2021-02-18T13:35:31.107Z,2021-02-18,collect:AdfiW4ZdTTGYwc43,,,,Anna Diarra,Bamako,Commune IV,Sébéninkoro,,Sebenikoro zone de Recasement,12.5944268 -8.0642916 357.088533180995 11.6,12.5944268,-8.0642916,357.088533180995,11.6,Clinique médicale Guérison,Clinic,Clinic bed,All,Operating theater,Social care,12,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,3,5,20733534,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4619,ba47c707-c65f-40f9-b414-eeea5c9c12d1,2021-02-18T15:52:23,,382
2021-02-18T09:06:53.930Z,2021-02-18,357470096398437,8.92230205062059E+018,610025062059459,,Kadidia Coulibaly ,Bamako,Commune V,Baco - Djicoroni,,,12.597457277588546 -8.020439548417926 373.0 5.0,12.5974572775885,-8.02043954841793,373,5,Centre médical ,Clinic,,All,,,,,,,,,24/7,0,0,0,0,0,0,1,0,Private,,General,,,,,,,,,,,,,,,,,,,,,,,4620,1bfda651-1a71-403a-8cb9-82b0c4ca38eb,2021-02-18T15:55:48,,383
2021-02-18T11:20:00.835Z,2021-02-18,collect:MISsMtgfFQthUhqA,,,,Issa keïta ,Bamako,Commune V,Baco - Djicoroni,,ACI,12.5917663 -8.0228231 378.4599938964844 3.9,12.5917663,-8.0228231,378.459993896484,3.9,Clinique  médicale YOUMA,Clinic,,All,Laboratory,Medicine,7,8,4,4,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Aboubacar Diallo,Emergency,10,5,20791148,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,4744,37afb257-53ab-47f7-b260-eaac32238665,2021-02-18T16:45:04,,389
2021-02-18T12:35:14.189Z,2021-02-18,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Baco - Djicoroni,,ACI,12.5964292 -8.0257559 378.4599938964844 7.1,12.5964292,-8.0257559,378.459993896484,7.1,Clinique médicale KALA JATA,Clinic,,Specialized,Imaging equipment,Medicine,15,20,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr DIABATÉ IDRISSA,General,2,10,20288514,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,4753,601dc5a9-26ff-4a0a-a78a-f28d793e394c,2021-02-18T16:45:09,,391
2021-02-18T12:19:44.192Z,2021-02-18,collect:rWmgRjTPVggkfceM,,,,Awa camara,Bamako,Commune IV,Sébéninkoro,,Sema2,12.5790131 -8.0726718 356.9471277186019 7.7,12.5790131,-8.0726718,356.947127718602,7.7,Cabinet le Carrefour Mandingue,Clinic,Clinic bed,All,Intensive care unit,Social care,6,8,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Faguimba keita,General,2,2,76221581,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,,Existence of handwashing post/station(s):,2,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4774,ff87167f-c0da-4feb-833e-2ba2a07734a8,2021-02-18T16:54:20,,393
