start,end,today,deviceid,phonenumber,Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Please take a GPS point at this education facility.,_Please take a GPS point at this education facility._latitude,_Please take a GPS point at this education facility._longitude,_Please take a GPS point at this education facility._altitude,_Please take a GPS point at this education facility._precision,Name of Facility,Amenity,Opening Hours,Opening Hours/Mo-Fri 07:30-13:30,Opening Hours/Mo-Sa 07:30-15:00,Opening Hours/Mo-Fri 08:00-17:00,Opening Hours/Mo-Fri 09:00-17:00,Opening Hours/Mo-Su 07:00-20:00,Opening Hours/Mo-Fri 07:00-13:30,Opening Hours/Other,"You said other, please specify",What is the primary phone contact for the facility?,Name of the organization/institution that runs the facility,Type of the organization/institution that runs the facility,Religion,Number of Students,Does the facility charge fees?,Does the facility have toilets?,Type of facility,Is the facility separated boys/girls,Is the facility usable,Is the facility accessible to Handicap,Is the facility equiped for menstrual hygiene management,Is there practice of open defecation?,Is there existance of handwashing at the facility?,"If yes, How many",Is the facility located in school premises,Does the facility has water and soap?,Does the facility has daily hand cleaning activities for students,Is there existance of a water point?,"If yes, How many",Type of water point,Is water located on school premises?,Does there exist management committee for dealing with management of WASH issues,Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,How often,Fees for cleaning WASH facility,Phone number for the school if available,_id,_uuid,_submission_time,_validation_status,_index
2021-02-09T10:11:25.889Z,2021-02-09T11:21:16.937Z,2021-02-09,collect:MISsMtgfFQthUhqA,,Ramatou Sogoba,Bamako,Commune V,Kalaban - Coura,,,12.5689074 -7.9855819 386.33690561743657 4.0,12.5689074,-7.9855819,386.336905617437,4,Ecole Fondamentale privée laïque,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,73140900,Cap,Private,,,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,,Water located on school premises,,Yes,Once a day,,,Dedicated fees for WASH regular maintenance,,498,80b19c83-9850-41e8-96c1-acb344e884cf,2021-02-09T18:00:06,,264
2021-02-09T08:47:44.134Z,2021-02-09T08:55:10.476Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Banconi,Banconi Flabougou,Flabougou,12.66566 -7.9627183 360.1600061035156 1.416,12.66566,-7.9627183,360.160006103516,1.416,Badroune islame,School,Other,0,0,0,0,0,0,1,Lu-ve 08h13,76488776,CAP,Private,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,76488776,506,6cabcd6d-646d-4294-9414-a801e166056b,2021-02-09T18:12:19,,270
2021-02-09T08:58:06.506Z,2021-02-09T09:15:03.941Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama,Bamako,Commune I,Banconi,Banconi Flabougou,,12.6666167 -7.963865 364.06 1.971,12.6666167,-7.963865,364.06,1.971,Médersa soni Ali ber,School,Other,0,0,0,0,0,0,1,Lu sam 07h45 a 13h,79143489,CAP,Private,,300,Yes,Yes,Unimproved,No,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,Other,,,79143489,507,032dc77c-886b-49ea-8b54-a69ecb11a1d6,2021-02-09T18:12:19,,271
2021-02-09T10:18:26.775Z,2021-02-09T10:28:57.427Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Banconi,Plateau Banconi,Médersa nouroul alhidjayati alhislamiyatou,12.671095 -7.9687383 366.8600183105469 2.48,12.671095,-7.9687383,366.860018310547,2.48,,School,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,76033975,CAP,Private,,5000,Yes,Yes,Unimproved,No,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Dedicated fees for WASH regular maintenance,76033975,508,bf8ad7a6-c924-44fa-b911-a9fec6ba7189,2021-02-09T18:12:20,,272
2021-02-09T10:32:38.901Z,2021-02-09T18:11:47.913Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Banconi,Plateau Banconi,,12.6714317 -7.9680522 366.8600183105469 2.233,12.6714317,-7.9680522,366.860018310547,2.233,Lycée Bengali,School,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,,76132353,L'administration scolaires,Community,,450,Yes,Yes,Improved,No,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,46,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,,76132353,509,be8cad8b-10b8-477f-bff0-10bc6ec5a1a9,2021-02-09T18:12:20,,273
2021-02-09T10:50:40.848Z,2021-02-09T18:07:49.354Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Banconi,Plateau Banconi,,12.6724283 -7.9700983 366.8600183105469 1.483,12.6724283,-7.9700983,366.860018310547,1.483,École privée bagnouma,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79302941,CAP,Private,,1000,Yes,Yes,Unimproved,No,Not Usable,Accessible to Handicap,,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,No existence of water point,,,,No,Yes,Once a day,Other,,Dedicated fees for WASH regular maintenance,79302941,510,b713467c-28ed-433b-83f8-2864dc9f2b7a,2021-02-09T18:12:21,,274
2021-02-09T11:05:41.452Z,2021-02-09T11:20:51.170Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Banconi,Plateau Banconi,,12.6716037 -7.9693263 366.8600183105469 2.333,12.6716037,-7.9693263,366.860018310547,2.333,Médersa el ittihad wa taquadoum,School,Other,0,0,0,0,0,0,1,Lu sam 08h. 13h,77806806,CAP,Private,,142,Yes,Yes,Unimproved,No,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,,77806806,511,60c02004-ff5d-4006-ac43-fe9c01f6ef4e,2021-02-09T18:12:21,,275
2021-02-09T11:57:45.918Z,2021-02-09T12:08:33.617Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Sikoroni,,,12.67658 -7.98113 362.4599938964844 2.216,12.67658,-7.98113,362.459993896484,2.216,Lycée privée Mamadou bobo sow,School,Other,0,0,0,0,0,0,1,Lundi samedi 08h 18h,63610723,Académie,Private,,181,Yes,Yes,Unimproved,No,Usable,Accessible to Handicap,,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,No,Yes,Once a day,Other,,Latrine emptying when needed,63610723,512,145c3f2f-5e19-4a2f-9e8a-adaa2954fa33,2021-02-09T18:12:22,,276
2021-02-09T12:28:32.556Z,2021-02-09T12:52:34.743Z,2021-02-09,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Sikoroni,,,12.6807883 -7.98449 362.4599938964844 2.216,12.6807883,-7.98449,362.459993896484,2.216,École public sikoro C,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76282160,CAP de Banconi,Public,,686,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,No existence of water point,,,,No,Yes,less than once a week,Other,,Latrine emptying when needed,76282160,513,f79f7288-52b8-408d-8794-77aedd2ca0b4,2021-02-09T18:12:22,,277
2021-02-09T15:01:32.059Z,2021-02-09T15:07:34.212Z,2021-02-09,collect:x903NynjzFpMYnqE,,Moussa camara,Bamako,Commune I,Sikoroni,,Sourakabougou,12.681945 -7.9711883 373.06 1.86,12.681945,-7.9711883,373.06,1.86,École privée fadjimba kamissoko,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79059457,CAP,Private,,300,Yes,Yes,Unimproved,No,Usable,Accessible to Handicap,,,Existence of handwashing post/station(s):,,,,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,No,Yes,Once a day,Other,,,79059457,515,0b46b876-10c0-4106-a9de-ad8eb0520a13,2021-02-09T18:12:23,,278
2021-02-09T08:26:30.705Z,2021-02-09T08:41:27.832Z,2021-02-09,collect:FqitT56WpXPmMGWo,,KANTE,Bamako,Commune II,Missira,,Missira 1,12.6530749 -7.9845882 364.2469587152317 11.333,12.6530749,-7.9845882,364.246958715232,11.333,INEMA,School,Other,0,0,0,0,0,0,1,Du lundi au vendredi comme les heures ne sont pas les mêmes souvent c'est 8h13 et il ya certaine classe aussi 13h16,,Cissé ,Private,,500,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,1,Dedicated fees for WASH regular maintenance,,516,70a10374-103b-4666-8093-99e7f53ec88e,2021-02-09T18:16:45,,279
2021-02-09T13:43:52.237Z,2021-02-09T13:53:58.415Z,2021-02-09,collect:FqitT56WpXPmMGWo,,KANTE,Bamako,Commune II,Bakaribougou,,Bakaribougou rue: 617,12.6544111 -7.9719266 369.06 3.46,12.6544111,-7.9719266,369.06,3.46,Ecole communautaire de bakaribougou,School,Mo-Fri 08:00-17:00 Other,0,0,1,0,0,0,1,,79184381,GOUVERNEMENT du mali ,Public,,400,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,1,Dedicated fees for WASH regular maintenance,,518,fa7df37b-a43a-46b4-9dfe-cb39eed7df00,2021-02-09T18:16:47,,280
2021-02-09T10:49:12.215Z,2021-02-09T11:29:07.330Z,2021-02-09,collect:n5oaS9J0rPkZfkVZ,,Bernard Ballo,Bamako,Commune V,Kalaban - Coura,,,12.5754065 -7.993381 353.10517081464485 2.68,12.5754065,-7.993381,353.105170814645,2.68,"École privée""Lanfia""",School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78183671,Cap,Private,,210,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,,520,3d6bf29c-a166-4b4e-877e-6b2c8e20104d,2021-02-09T18:40:07,,281
2021-02-09T09:51:24.456Z,2021-02-09T09:59:59.101Z,2021-02-09,collect:n5oaS9J0rPkZfkVZ,,Bernard Ballo,Bamako,Commune V,Kalaban - Coura,,,12.5747817 -7.990515 357.75883292973964 1.816,12.5747817,-7.990515,357.75883292974,1.816,Papilon,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66874809,Privé,Private,,73,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,,Dedicated fees for WASH regular maintenance,,522,4b3be37f-d530-43a2-af24-68b9a2cdef0a,2021-02-09T18:40:41,,282
2021-02-09T13:38:36.823Z,2021-02-09T13:54:39.576Z,2021-02-09,collect:n5oaS9J0rPkZfkVZ,,Bernard Ballo,Bamako,Commune V,Kalaban - Coura,,,12.5745044 -7.9990137 361.2156237721403 2.74,12.5745044,-7.9990137,361.21562377214,2.74,Complexe scolaire COGITO,Kindergarten,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66858623,Cap,Private,,,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Dedicated fees for WASH regular maintenance,,523,1fb6974c-28a3-4891-b59b-44041b4df7d5,2021-02-09T18:40:43,,283
2021-02-09T13:58:48.869Z,2021-02-09T14:05:32.774Z,2021-02-09,collect:n5oaS9J0rPkZfkVZ,,Bernard Ballo,Bamako,Commune V,Kalaban - Coura,,,12.57557 -7.99893 356.54610548117927 1.833,12.57557,-7.99893,356.546105481179,1.833,École privée Ba-Niagali,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,78782063,Cap ,Private,,210,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,,Water point exists,,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,No,,Other,,Latrine emptying when needed,,524,ad66388d-016c-4bcd-8805-6715b71a0998,2021-02-09T18:40:45,,284
2021-02-09T14:49:45.241Z,2021-02-09T15:04:23.731Z,2021-02-09,collect:n5oaS9J0rPkZfkVZ,,Bernard Ballo,Bamako,Commune V,Kalaban - Coura,,,12.58178 -7.9977417 372.6349980820027 2.0,12.58178,-7.9977417,372.634998082003,2,Complexe scolaire Trilingue Taqwa(CSTT),School,Other,0,0,0,0,0,0,1,7h00- 17h,82118894,Cap,Private,,150,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,,526,ffe20e12-f0b3-4eac-9eb8-7f85ea1271f3,2021-02-09T18:40:47,,285
2021-02-09T13:49:16.590Z,2021-02-09T18:34:42.423Z,2021-02-09,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,N'Tomikorobougou,,Stade Mamadou ,12.6530487 -8.0140915 343.8650129354216 3.5,12.6530487,-8.0140915,343.865012935422,3.5,"Tomi A,B ",School,Other,0,0,0,0,0,0,1,De7h 45a 17h,79093586,Mairie CAP CC ,Public,,267,Yes,Yes,Unimproved,No,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,4,Improved,Water located on school premises,No,Yes,Once a day,,12,Latrine emptying when needed,76272368,528,84e91b0e-7f90-4958-9ac9-ee5da9e3674c,2021-02-09T18:48:54,,286
2021-02-09T14:06:11.016Z,2021-02-09T18:43:20.075Z,2021-02-09,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,N'Tomikorobougou,,Secteur 1,12.6528108 -8.0146369 359.2650774727637 2.92,12.6528108,-8.0146369,359.265077472764,2.92,L'école madame Sow aichata Coulibaly AetB,School,Other,0,0,0,0,0,0,1,De7h45 à 17h,50583418,Mairie CAP CC,Public,,362,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,,Water point exists,2,Improved,Water located on school premises,No,No,,,12,Latrine emptying when needed,83555998,529,6cc7f416-8b4a-4970-9ab2-89cb83528130,2021-02-09T18:48:57,,287
2021-02-09T15:34:45.852Z,2021-02-09T18:39:37.473Z,2021-02-09,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,N'Tomikorobougou,,Secteur GMS,12.6568232 -8.0245083 365.01733455842447 2.96,12.6568232,-8.0245083,365.017334558424,2.96,École fondamentale privée,School,Other,0,0,0,0,0,0,1,De 7h45 à 17h,74517928,''Platon'' II,Private,,358,Yes,Yes,Improved,Yes,Usable,,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,12,Latrine emptying when needed,69270252,534,76ad33cd-01ee-4f22-8280-f18c7d6347ec,2021-02-09T18:49:06,,288
2021-02-09T16:08:06.458Z,2021-02-09T18:42:48.156Z,2021-02-09,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,Niomirambougou,,Secteur marico djafarana,12.6552556 -8.0289725 349.61572082164236 3.35,12.6552556,-8.0289725,349.615720821642,3.35,"Groupe scolaire niomi A, B",School,Other,0,0,0,0,0,0,1,De 08h à 17h,75167602,Mairie CAP bko- coura,Public,,721,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,5,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existing student hygiene club in school,No,,,12,Latrine emptying when needed,73133629,535,71e0c8f6-0be9-4aa3-af60-290e6c8389c7,2021-02-09T18:49:08,,289
2021-02-09T16:27:43.466Z,2021-02-09T18:44:59.831Z,2021-02-09,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,Niomirambougou,, Le Pont lazare,12.6562827 -8.030879 353.83792894570956 3.583,12.6562827,-8.030879,353.83792894571,3.583,L'école chérifienne,School,Other,0,0,0,0,0,0,1,De 7h45 à17h,77906850,Mairie CAP bko- coura,Private,,531,Yes,Yes,Improved,No,Usable,Not Accessible,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,,12,Latrine emptying when needed,76457915,536,2a0c0f82-7ef8-412b-abd8-0b99e42a77b0,2021-02-09T18:49:09,,290
2021-02-09T11:14:15.165Z,2021-02-09T11:23:34.686Z,2021-02-09,collect:8htkpzfiqj8dFVDp,,Habibatou sanogo,Bamako,Commune III,Same,,,12.6671044 -8.0417687 425.3600183105469 4.62,12.6671044,-8.0417687,425.360018310547,4.62,Groupe scolaire de same,College,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,79118938,CGS/cap,Government,,800,No,Yes,Improved,No,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,Other,1,Latrine emptying when needed,,540,deda9303-671c-436b-91a1-5c8b0a22a9d7,2021-02-09T18:54:27,,291
2021-02-09T11:48:29.339Z,2021-02-09T11:58:45.583Z,2021-02-09,collect:8htkpzfiqj8dFVDp,,Habibatou sanogo,Bamako,Commune III,Same,,,12.6689654 -8.0420826 425.3600183105469 4.86,12.6689654,-8.0420826,425.360018310547,4.86,Madersa franco Arabe,School,Mo-Fri 07:00-13:30 Mo-Fri 08:00-17:00,0,0,1,0,0,1,0,,65359980,Mahamadou diarra,Private,,350,No,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existing student hygiene club in school,Yes,At least once a week,Other,,Latrine emptying when needed,,541,7c9e96ae-0619-42ce-a55b-039ea489b446,2021-02-09T18:54:28,,292
